scheme,outer_fold,model,n_train,n_test,n_train_holes,n_test_holes,test_TFe_mean,test_TFe_sd,high_grade_threshold,n_high_grade_test,rmse,mae,r2,bias,correlation,calibration_slope,calibration_intercept,length_weighted_rmse,length_weighted_mae,high_grade_rmse,high_grade_mae,high_grade_bias
spatial_block,3,Mean,793,207,25,4,25.61695652173913,6.393952005268203,32.018,18,6.378549111041424,4.874134059494002,-1.8854726781203368e-05,0.027696693897691693,-2.4216677747742438e-17,,,5.883069486955183,4.636697323167155,10.117950251995127,9.457013451029844,-9.457013451029844
spatial_block,3,OrdinaryKriging,793,207,25,4,25.61695652173913,6.393952005268203,32.018,18,6.640196155847228,5.143128375094939,-0.0837427343070396,-0.29983657661172497,0.045468549473890105,0.13588686301431974,22.176692511838493,6.07849400520325,4.789464001062075,9.411307079321306,8.633434428685733,-8.633434428685733
spatial_block,3,XGBoost,793,207,25,4,25.61695652173913,6.393952005268203,32.018,18,5.3075011558069685,3.8772799522289336,0.30761990199552114,-0.0143855825599264,0.5668854937195823,0.828684992228429,4.400490221977612,4.872521771175869,3.626555917093081,9.609458380568544,8.284461078643798,-8.284461078643798
spatial_block,3,OOFResidualKriging,793,207,25,4,25.61695652173913,6.393952005268203,32.018,18,5.630214253896984,4.172844641767384,0.22086228932782626,0.5099708057581454,0.5075076375675235,0.7445787428464818,6.163401817789828,5.20185616558118,3.9490048902058943,9.469624823729305,8.153046342928185,-8.153046342928185
spatial_block,3,ConvexFusion,793,207,25,4,25.61695652173913,6.393952005268203,32.018,18,5.2122253529717675,3.8453725614206964,0.3322548385019636,-0.06704908672712791,0.5770135382003432,1.0435276448237711,-1.045078209384298,4.77196661217143,3.61445753441396,9.504858974032553,8.34884356150498,-8.34884356150498
spatial_block,4,Mean,799,201,25,4,26.374278606965174,5.844364773180234,32.442,5,5.90200880973946,4.520267747619849,-0.024922765676995695,-0.9203486945746888,,,,5.241813152251961,4.200514845421923,11.26465695306537,10.874070087609514,-10.874070087609514
spatial_block,4,OrdinaryKriging,799,201,25,4,26.374278606965174,5.844364773180234,32.442,5,6.7270226637179364,5.183460734946464,-0.3314878710911231,-1.7449783253035323,-0.01554017396997925,-0.032610846408476335,27.177460935598667,6.2541444655021765,4.9668193276530594,12.618199609122742,11.694885290399299,-11.694885290399299
spatial_block,4,XGBoost,799,201,25,4,26.374278606965174,5.844364773180234,32.442,5,5.138325984146959,3.545726287234482,0.22315434796938471,0.15807850927855835,0.49156750780722425,0.7867686776830873,5.499451082802653,4.180259602573824,3.1064285975300923,7.405685980307057,6.416657760620117,-6.416657760620117
spatial_block,4,OOFResidualKriging,799,201,25,4,26.374278606965174,5.844364773180234,32.442,5,5.612980007442212,4.059267001613817,0.07300279724211989,-0.255267401363798,0.4129050839303062,0.571851138426145,11.438092314476778,4.794235619365151,3.653965552188813,9.125859031510306,7.179551570830452,-7.175491610403216
spatial_block,4,ConvexFusion,799,201,25,4,26.374278606965174,5.844364773180234,32.442,5,5.224223373927187,3.7183852029942637,0.19696419638937002,-0.206540503876324,0.4541222400091856,0.8353859867218631,4.514116891436998,4.3628167733379035,3.327616796625479,8.382517554640517,7.427948495373627,-7.427948495373627
spatial_block,5,Mean,814,186,23,6,25.232956989247313,8.42229957481149,31.513,41,8.414421319430177,6.5756260072389106,-0.0035253640031749356,0.4987260574357407,-1.8191862881537414e-16,,,7.760927180999135,6.120985308189763,10.16429392262681,9.78173158746329,-9.78173158746329
spatial_block,5,OrdinaryKriging,814,186,23,6,25.232956989247313,8.42229957481149,31.513,41,8.520142450019371,6.482281400134353,-0.02890092537377087,1.5753498820680314,0.09496879904392329,0.6444605640706828,7.956060421179467,7.690742330418479,5.879909862082578,8.90907391795114,8.363435460205043,-8.363435460205043
spatial_block,5,XGBoost,814,186,23,6,25.232956989247313,8.42229957481149,31.513,41,7.3037629524217635,5.67304919970933,0.24391053816045305,-1.0120323298054357,0.5083889897747003,1.0112704852253753,0.7390507562862547,6.656685986686711,5.157764701719079,9.933093832712258,9.081133140005717,-9.081133140005717
spatial_block,5,OOFResidualKriging,814,186,23,6,25.232956989247313,8.42229957481149,31.513,41,7.410735782458139,5.731197705626352,0.22160057754910367,0.20430587820726975,0.4720283770781435,0.949946601436128,1.0689155784713895,6.646036070937933,5.171796114331578,9.013129974599304,8.057541530811884,-8.057541530811884
spatial_block,5,ConvexFusion,814,186,23,6,25.232956989247313,8.42229957481149,31.513,41,7.3004878210036415,5.639102322490452,0.2445884728529465,-0.5140917449766254,0.5073503506288156,1.2310922549120613,-5.198246563189256,6.634601282042059,5.1196259401568955,9.673434327659168,8.943012093689624,-8.943012093689624
